Date,Close,High,Low,Open,Volume
2016-03-14,109.89,110.33,108.77,109.28,17249365
2016-03-15,110.67,110.83,108.84,109.11,17618460
2016-03-16,112.18,112.5,110.1,110.49,24744778
2016-03-17,111.02,112.69,110.73,112.15,24241247
2016-03-18,111.45,112.42,110.27,111.56,36256877
2016-03-21,111.85,112.37,111.03,111.66,18447974
2016-03-22,112.25,112.88,111.17,111.36,19001076
2016-03-23,112.54,113.19,112.0,112.01,18561974
2016-03-24,113.05,113.09,111.68,112.13,17839119
2016-03-25,113.05,113.05,113.05,113.05,0
2016-03-28,113.69,114.5889,112.95,113.32,21351751
2016-03-29,116.14,116.32,113.64,113.83,29825340
2016-03-30,114.7,116.99,114.355,116.73,33235183
2016-03-31,114.1,115.01,113.7682,114.7,21207526
2016-04-01,116.06,116.17,113.35,113.75,24760504
2016-04-04,112.55,114.55,111.61,114.07,48487913
2016-04-05,112.22,113.32,111.9,112.11,22962365
2016-04-06,113.71,113.81,112.42,112.47,20814640
2016-04-07,113.64,114.89,113.0663,113.79,20714537
2016-04-08,110.63,114.33,109.9,114.25,48497808
2016-04-11,108.99,110.91,108.77,110.7,39762304
2016-04-12,110.61,111.1645,108.99,109.34,26248081
2016-04-13,110.51,112.65,106.52,112.23,88227393
2016-04-14,110.84,112.04,110.26,110.62,28473322
2016-04-15,109.64,110.97,109.2,110.79,20922803
2016-04-18,110.45,110.81,109.2,109.74,21167199
2016-04-19,112.29,112.45,109.16,111.1,30210455
2016-04-20,112.42,113.27,111.56,112.43,21027901
2016-04-21,113.44,114.04,112.31,112.55,20875230
2016-04-22,110.56,111.75,109.01,111.21,38458201
2016-04-25,110.1,110.67,109.07,109.87,21017895
2016-04-26,108.76,110.5,108.15,110.49,22521534
2016-04-27,108.89,108.94,106.31,107.94,52213107
2016-04-28,116.73,120.79,116.23,119.575,87110080
2016-04-29,117.58,117.84,115.84,116.82,37140594
2016-05-02,118.57,118.73,116.57,117.83,28095168
2016-05-03,117.43,118.16,117.02,117.52,24117463
2016-05-04,118.06,118.3,116.57,116.61,23448440
2016-05-05,117.81,118.98,117.25,118.04,22056749
2016-05-06,119.49,119.637,117.1127,117.16,26395568
2016-05-09,119.24,120.28,118.9,119.54,21138059
2016-05-10,120.5,120.5,114.8,119.62,23220046
2016-05-11,119.52,121.08,119.42,120.41,22038396
2016-05-12,120.28,120.84,118.9,119.98,22035465
2016-05-13,119.81,120.64,119.68,120.38,18124286
2016-05-16,118.67,119.61,117.35,119.38,31247834
2016-05-17,117.35,119.01,117.2,118.82,21328648
2016-05-18,117.65,118.27,116.73,116.8,21642299
2016-05-19,116.81,117.49,115.88,117.05,20544109
2016-05-20,117.35,117.99,116.95,116.96,18944831
2016-05-23,115.97,117.6,115.94,117.42,20441004
2016-05-24,117.7,117.73,116.12,116.24,20183627
2016-05-25,117.89,118.665,117.38,118.13,20035494
2016-05-26,119.47,119.7601,117.92,118.24,18481340
2016-05-27,119.38,119.85,119.01,119.56,13493563
2016-05-30,119.38,119.38,119.38,119.38,0
2016-05-31,118.81,120.1,118.121,119.46,23547597
2016-06-01,118.78,119.08,117.82,118.5,15029494
2016-06-02,118.93,119.44,118.22,118.69,13228310
2016-06-03,118.47,118.98,117.86,118.975,14135114
2016-06-06,118.79,119.43,118.36,118.62,12744676
2016-06-07,117.76,119.3,117.67,119.24,17103023
2016-06-08,118.39,118.6,117.27,117.76,14505596
2016-06-09,118.56,118.68,117.71,118.13,13859240
2016-06-10,116.62,118.11,116.26,117.54,18510826
2016-06-13,113.95,115.48,113.31,115.0,31718239
2016-06-14,114.94,114.95,113.58,114.07,17618479
2016-06-15,114.6,115.44,114.07,115.3,19819432
2016-06-16,114.39,114.5,112.94,113.87,19236255
2016-06-17,113.02,114.43,112.56,114.42,24644308
2016-06-20,113.37,114.72,112.75,113.77,20785390
2016-06-21,114.38,115.2142,113.97,114.12,19166269
2016-06-22,113.91,114.74,113.61,114.65,14846329
2016-06-23,115.08,115.09,113.54,114.37,16176894
2016-06-24,112.08,113.68,111.0,111.01,40643130
2016-06-27,108.97,111.57,108.23,111.57,36409606
2016-06-28,112.7,112.75,110.55,110.63,26813842
2016-06-29,114.16,114.25,113.04,113.37,20968273
2016-06-30,114.28,115.18,113.67,114.67,23192716
2016-07-01,114.19,115.13,113.81,114.2,14980023
2016-07-04,114.19,114.19,114.19,114.19,0
2016-07-05,114.0,114.11,112.97,113.94,14207037
2016-07-06,116.7,116.79,112.97,113.36,24337586
2016-07-07,115.85,116.97,115.36,116.63,16630201
2016-07-08,117.24,117.5,115.85,116.43,18142597
2016-07-11,117.87,118.7,117.5,117.71,17711570
2016-07-12,117.93,118.72,117.57,118.63,15217700
2016-07-13,116.78,118.4,116.68,118.39,16207662
2016-07-14,117.29,117.64,116.7,117.5,14579736
2016-07-15,116.86,118.28,116.58,117.74,16645964
2016-07-18,119.37,119.61,116.89,117.32,20868367
2016-07-19,120.61,120.85,118.66,118.99,21541292
2016-07-20,121.92,122.2,120.56,121.25,20046452
2016-07-21,120.61,122.1,120.25,121.92,17801663
2016-07-22,121.0,121.01,119.31,119.9,18422410
2016-07-25,121.63,121.85,117.78,121.39,18487449
2016-07-26,121.22,122.07,120.75,122.0,17611964
2016-07-27,123.34,125.0,121.51,122.42,52654239
2016-07-28,125.0,128.33,123.63,127.52,78955758
2016-07-29,123.94,125.84,123.71,124.65,35058803
2016-08-01,124.31,124.58,122.86,123.85,25006850
2016-08-02,123.09,124.8,122.07,124.06,23968414
2016-08-03,122.51,123.92,122.31,123.09,18525332
2016-08-04,124.36,124.79,122.51,122.94,21065974
2016-08-05,125.15,125.835,124.6184,124.98,20184035
2016-08-08,125.26,125.45,124.55,125.25,15233929
2016-08-09,125.06,126.09,124.53,125.34,19620967
2016-08-10,124.88,125.48,124.54,125.07,10670148
2016-08-11,124.9,125.38,124.75,125.2,11729519
2016-08-12,124.88,125.0,124.18,124.7,12158955
2016-08-15,123.9,124.92,123.7,124.91,19295130
2016-08-16,123.3,123.92,122.78,123.5,14222410
2016-08-17,124.37,124.38,122.85,123.66,13794179
2016-08-18,123.91,124.26,123.64,124.01,12400816
2016-08-19,123.56,124.157,123.28,123.6,11688265
2016-08-22,124.15,124.83,123.11,123.33,14386361
2016-08-23,124.37,125.09,124.25,124.51,13309452
2016-08-24,123.48,124.69,123.09,124.47,12243719
2016-08-25,123.89,124.37,123.1,123.12,10730811
2016-08-26,124.96,125.19,123.91,124.05,17504825
2016-08-29,126.54,126.73,124.35,124.35,15925900
2016-08-30,125.84,126.6,125.15,126.6,17804286
2016-08-31,126.12,126.22,125.1,125.6,14200636
2016-09-01,126.17,126.63,125.6,126.38,13536125
2016-09-02,126.51,126.86,126.0,126.85,12118773
2016-09-05,126.51,126.51,126.51,126.51,0
2016-09-06,129.73,129.94,126.47,126.67,26278407
2016-09-07,131.05,131.98,129.95,130.04,27990796
2016-09-08,130.27,131.08,129.81,130.92,15676595
2016-09-09,127.1,129.949,127.1,129.71,27100679
2016-09-12,128.69,128.76,125.75,125.96,21252752
2016-09-13,127.21,128.35,126.66,128.03,18016152
2016-09-14,127.77,128.8,126.89,126.89,15720388
2016-09-15,128.35,129.1,127.67,127.98,15111838
2016-09-16,129.07,129.18,128.2,128.2,24119174
2016-09-19,128.65,129.94,128.26,129.91,14958794
2016-09-20,128.64,129.17,128.0307,128.65,11083808
2016-09-21,129.94,130.005,128.39,129.13,14068336
2016-09-22,130.08,130.73,129.56,130.5,15538307
2016-09-23,127.96,128.6,127.3,127.56,28326266
2016-09-26,127.31,128.16,126.8,127.37,15064940
2016-09-27,128.69,129.01,127.43,127.61,15637111
2016-09-28,129.23,129.47,128.4,129.21,12047636
2016-09-29,128.09,129.29,127.55,129.18,14532241
2016-09-30,128.27,128.59,127.45,128.03,18402945
2016-10-03,128.77,129.09,127.8,128.38,13156943
2016-10-04,128.19,129.2765,127.5499,129.17,14307548
2016-10-05,128.47,128.8,127.83,128.25,12386753
2016-10-06,128.74,129.06,128.08,128.43,11682729
2016-10-07,128.99,129.25,128.33,129.04,12804420
2016-10-10,130.24,130.7,129.2,129.68,15138720
2016-10-11,128.88,130.64,128.23,130.23,17537928
2016-10-12,129.05,129.66,128.46,129.01,11072991
2016-10-13,127.82,128.25,126.75,128.21,17139306
2016-10-14,127.88,128.95,127.58,128.49,13345292
2016-10-17,127.54,128.47,127.32,128.2,11351681
2016-10-18,128.57,129.39,128.01,128.68,13503967
2016-10-19,130.11,130.47,128.6,128.74,16752320
2016-10-20,130.0,130.66,129.5,130.07,13167503
2016-10-21,132.07,132.13,129.7,129.78,19088794
2016-10-24,133.28,133.405,132.15,132.72,17470227
2016-10-25,132.29,133.5,132.22,133.5,13336787
2016-10-26,131.04,132.26,130.935,131.64,13084731
2016-10-27,129.69,131.8,129.27,131.74,16741392
2016-10-28,131.29,132.97,129.93,130.5,24545547
2016-10-31,130.99,132.12,130.8835,132.01,15668982
2016-11-01,129.5,131.94,128.65,131.41,22077779
2016-11-02,127.17,130.23,126.28,130.23,50190225
2016-11-03,120.0,123.28,119.5,122.0,63766259
2016-11-04,120.75,121.93,119.25,119.59,30545466
2016-11-07,122.15,123.2089,121.35,122.83,23008880
2016-11-08,124.22,124.61,121.54,122.03,19460768
2016-11-09,123.18,123.81,120.51,121.5,31916020
2016-11-10,120.8,124.18,115.27,123.93,67846704
2016-11-11,119.02,120.7,118.15,119.53,32840137
2016-11-14,115.08,119.1256,113.5535,119.1256,51377040
2016-11-15,117.2,118.49,115.83,116.73,34681369
2016-11-16,116.34,117.88,114.21,114.48,32397947
2016-11-17,117.79,117.79,116.01,116.81,18597766
2016-11-18,117.02,119.13,116.84,118.39,22879303
2016-11-21,121.77,121.95,117.8,118.2,35415366
2016-11-22,121.47,122.98,120.9,122.4,26089163
2016-11-23,120.84,121.31,119.94,121.23,15672136
2016-11-24,120.84,120.84,120.84,120.84,0
2016-11-25,120.38,121.14,120.07,121.01,8658605
2016-11-28,120.41,121.69,119.82,120.12,18101314
2016-11-29,120.87,122.1,120.4,120.57,18890956
2016-11-30,118.42,121.79,117.95,120.32,30188922
2016-12-01,115.1,118.45,114.0,118.38,43276994
2016-12-02,115.4,116.48,114.3,115.11,25070364
2016-12-05,117.43,117.57,115.07,115.95,20201528
2016-12-06,117.31,117.795,116.33,117.69,19131202
2016-12-07,117.95,117.95,116.57,117.0,21913658
2016-12-08,118.91,119.5,117.64,117.98,22442756
2016-12-09,119.68,119.94,118.95,119.22,17464736
2016-12-12,117.77,119.24,117.65,119.22,17805527
2016-12-13,120.31,121.52,117.61,117.86,29768028
2016-12-14,120.21,121.69,118.85,120.0,25913095
2016-12-15,120.57,122.5,119.63,120.08,20139568
2016-12-16,119.87,121.5,119.27,120.9,25324299
2016-12-19,119.24,120.36,118.51,119.85,15918146
2016-12-20,119.09,119.77,118.8,119.5,13684402
2016-12-21,119.04,119.2,118.48,118.92,10767646
2016-12-22,117.4,118.99,116.93,118.86,16258586
2016-12-23,117.27,117.56,116.3,117.0,10889985
2016-12-26,117.27,117.27,117.27,117.27,0
2016-12-27,118.01,118.68,116.864,116.96,12051481
2016-12-28,116.92,118.25,116.65,118.19,12087377
2016-12-29,116.35,117.531,116.06,117.0,9934873
2016-12-30,115.05,116.83,114.7739,116.595,18684106
2017-01-02,115.05,115.05,115.05,115.05,0
2017-01-03,116.86,117.84,115.51,116.03,20663912
2017-01-04,118.69,119.66,117.29,117.55,19630932
2017-01-05,120.67,120.95,118.3209,118.86,19492150
2017-01-06,123.41,123.88,120.03,120.98,28545263
2017-01-09,124.9,125.43,123.04,123.55,22880360
2017-01-10,124.35,125.5,124.28,124.82,17324590
2017-01-11,126.09,126.12,124.06,124.35,18356523
2017-01-12,126.62,126.73,124.8,125.61,18653914
2017-01-13,128.34,129.27,127.37,127.49,24884325
2017-01-16,128.34,128.34,128.34,128.34,0
2017-01-17,127.87,128.34,127.4,128.04,15294460
2017-01-18,127.92,128.43,126.84,128.41,13145852
2017-01-19,127.55,128.35,127.45,128.23,12195465
2017-01-20,127.04,128.48,126.78,128.1,19097223
2017-01-23,128.93,129.25,126.95,127.31,16593563
2017-01-24,129.37,129.9,128.38,129.38,15162724
2017-01-25,131.48,131.74,129.77,130.0,18777314
2017-01-26,132.78,133.14,131.4401,131.63,20020141
2017-01-27,132.18,132.95,131.08,132.68,19539514
2017-01-30,130.98,131.58,129.6,131.58,18956095
2017-01-31,130.32,130.66,129.5157,130.17,19790484
2017-02-01,133.23,133.49,130.68,132.25,50139775
2017-02-02,130.84,135.49,130.4,133.22,54366447
2017-02-03,130.98,132.85,130.76,131.24,24804890
2017-02-06,132.06,132.06,130.3,130.98,17058494
2017-02-07,131.84,133.0,131.661,132.24,14596449
2017-02-08,134.2,134.44,132.44,132.6,22390556
2017-02-09,134.14,134.5,133.31,134.49,16470609
2017-02-10,134.19,134.94,133.68,134.1,15061939
2017-02-13,134.05,134.6975,133.7,134.6975,13526221
2017-02-14,133.85,134.23,132.55,134.1,14364877
2017-02-15,133.44,133.7,132.66,133.45,13226534
2017-02-16,133.84,133.87,133.022,133.07,12831092
2017-02-17,133.53,134.0912,133.17,133.5,12276490
2017-02-20,133.53,133.53,133.53,133.53,0
2017-02-21,133.72,133.91,132.9,133.5,14759109
2017-02-22,136.12,136.79,133.46,133.6,27360092
2017-02-23,135.36,136.12,134.33,135.89,18422549
2017-02-24,135.44,135.62,134.16,134.16,12625742
2017-02-27,136.41,137.1846,135.02,135.26,14306668
2017-02-28,135.54,136.805,134.75,136.79,16112092
2017-03-01,137.42,137.48,136.3,136.47,16257010
2017-03-02,136.76,137.82,136.31,137.09,12294804
2017-03-03,137.17,137.33,136.08,136.63,11160563
2017-03-06,137.42,137.83,136.51,136.88,12748179
2017-03-07,137.3,138.37,136.99,137.03,13527132
2017-03-08,137.72,137.99,137.0516,137.15,10184514
2017-03-09,138.24,138.57,137.4,137.72,15535259
2017-03-10,138.79,139.49,138.22,138.91,16314112
2017-03-13,139.6,139.68,138.6729,139.1401,10955450
2017-03-14,139.32,139.46,138.52,139.46,12944018
2017-03-15,139.72,140.1,138.49,139.29,19344826
2017-03-16,139.99,140.25,139.73,140.2,13612942
2017-03-17,139.84,140.34,139.7,140.34,20592818
2017-03-20,139.94,140.19,139.25,139.71,12099471
2017-03-21,138.51,142.3082,138.4,141.15,29894784
2017-03-22,139.59,139.79,137.6,137.93,17055449
2017-03-23,139.53,140.39,139.09,139.48,13022801
2017-03-24,140.34,141.0244,139.76,140.08,16664683
2017-03-27,140.32,140.65,138.77,139.05,12800544
2017-03-28,141.76,141.95,140.01,140.36,14679436
2017-03-29,142.65,142.86,141.43,141.99,16527574
2017-03-30,142.41,142.95,141.85,142.4,12403997
2017-03-31,142.05,142.63,141.89,142.31,11478265
2017-04-03,142.28,142.47,140.82,141.93,13563960
2017-04-04,141.73,142.09,141.27,141.86,12948599
2017-04-05,141.85,143.44,141.29,142.26,17158059
2017-04-06,141.17,142.22,140.91,142.11,15103426
2017-04-07,140.78,141.55,140.24,141.2,11818341
2017-04-10,141.04,141.43,140.63,141.0,9039366
2017-04-11,139.92,141.0299,138.81,140.8,16638086
2017-04-12,139.58,140.4,139.44,139.72,11612456
2017-04-13,139.39,140.58,139.33,139.62,10965614
2017-04-14,139.39,139.39,139.39,139.39,0
2017-04-17,141.42,141.55,139.75,139.76,11519663
2017-04-18,140.96,141.905,140.61,141.27,14807472
2017-04-19,142.27,143.04,141.27,141.35,15563945
2017-04-20,143.8,144.25,142.689,142.95,15968164
2017-04-21,143.68,144.17,142.27,143.9,12382002
2017-04-24,145.47,145.6738,144.34,144.96,14407175
2017-04-25,146.49,147.15,145.7898,145.79,17747594
2017-04-26,146.56,147.59,146.09,147.09,12394959
2017-04-27,147.7,147.75,146.14,146.67,11275112
2017-04-28,150.25,151.53,149.07,149.5,30652248
2017-05-01,152.46,152.57,151.42,151.74,25218300
2017-05-02,152.78,153.44,151.66,153.34,21870380
2017-05-03,151.8,153.6,151.34,153.6,29782492
2017-05-04,150.85,151.52,148.72,150.17,36225452
2017-05-05,150.24,151.63,149.79,151.45,17148543
2017-05-08,151.06,151.08,149.74,150.71,15827488
2017-05-09,150.48,152.59,150.21,151.49,17453859
2017-05-10,150.29,150.52,148.86,150.23,12080650
2017-05-11,150.04,150.65,149.41,150.31,11841864
2017-05-12,150.33,150.46,149.63,150.4,9598229
2017-05-15,150.19,151.48,149.77,150.17,15064664
2017-05-16,149.78,150.21,149.03,150.11,14550830
2017-05-17,144.85,148.67,144.4216,148.0,28300050
2017-05-18,147.66,148.15,144.51,144.72,23031566
2017-05-19,148.06,149.39,147.96,148.445,16187892
2017-05-22,148.24,148.59,147.69,148.08,12586712
2017-05-23,148.07,148.81,147.25,148.52,12817837
2017-05-24,150.04,150.23,148.42,148.51,17940668
2017-05-25,151.96,152.59,149.95,150.3,19891352
2017-05-26,152.13,152.25,151.15,152.23,14996185
2017-05-29,152.13,152.13,152.13,152.13,0
2017-05-30,152.38,152.9,151.64,151.97,13226007
2017-05-31,151.46,153.35,151.09,152.7,18023917
2017-06-01,151.53,152.29,150.3,151.75,14530600
2017-06-02,153.61,153.63,151.3,151.85,16854365
2017-06-05,153.63,154.7088,153.41,153.64,12520387
2017-06-06,152.81,154.52,152.48,153.41,13457119
2017-06-07,153.12,153.75,152.34,153.27,12066657
2017-06-08,154.71,154.73,153.1,154.08,17799449
2017-06-09,149.6,155.59,146.61,154.77,35577676
2017-06-12,148.44,149.195,144.56,148.17,33170180
2017-06-13,150.68,151.18,148.9,150.15,20483350
2017-06-14,150.25,152.4,149.05,151.26,20808759
2017-06-15,149.8,150.0366,146.3747,147.67,18994152
2017-06-16,150.64,150.83,148.6,149.59,22882417
2017-06-19,152.87,153.57,151.71,151.71,19026462
2017-06-20,152.25,153.84,152.21,152.88,14743853
2017-06-21,153.91,154.08,151.88,152.36,15039834
2017-06-22,153.4,154.55,152.91,153.01,13005535
2017-06-23,155.07,155.2,152.65,152.72,18026977
2017-06-26,153.59,156.5,153.1954,156.25,18049651
2017-06-27,150.58,153.31,150.39,152.84,19360766
2017-06-28,153.24,153.47,149.86,150.92,16719104
2017-06-29,151.04,152.5,148.9175,152.28,23973482
2017-06-30,150.98,151.92,150.06,151.9,17666022
2017-07-03,148.43,152.15,147.8,151.72,13862735
2017-07-04,148.43,148.43,148.43,148.43,0
2017-07-05,150.34,150.85,148.13,149.0,14334290
2017-07-06,148.82,150.04,148.0,149.03,14951802
2017-07-07,151.44,151.99,149.19,149.25,13615931
2017-07-10,153.5,153.98,151.51,151.69,13378672
2017-07-11,155.27,155.4225,152.91,153.37,13667744
2017-07-12,158.9,159.16,156.2,156.49,22739388
2017-07-13,159.26,159.78,158.4227,158.74,13929236
2017-07-14,159.97,160.32,159.3254,160.13,16371206
2017-07-17,159.73,160.78,158.81,160.25,12858836
2017-07-18,162.86,163.73,159.42,159.66,23722910
2017-07-19,164.14,165.7,163.17,163.59,26273642
2017-07-20,164.53,165.0,162.81,164.8,18523107
2017-07-21,164.43,165.05,163.75,164.16,14744002
2017-07-24,166.0,166.17,164.31,164.64,17366971
2017-07-25,165.28,165.54,163.8619,165.01,15383241
2017-07-26,165.61,166.01,164.1,166.01,35236867
2017-07-27,170.44,175.49,167.5,174.7,68910708
2017-07-28,172.45,173.43,169.05,169.07,24557553
2017-07-31,169.25,172.72,168.55,172.0,25478945
2017-08-01,169.86,170.47,169.05,169.82,14384957
2017-08-02,169.3,170.55,166.91,170.3,17433774
2017-08-03,168.59,169.7,168.25,169.3,10793841
2017-08-04,169.62,170.06,168.69,168.97,10777727
2017-08-07,171.98,172.06,169.66,169.95,12787844
2017-08-08,171.23,173.05,170.62,171.88,14393524
2017-08-09,171.18,171.45,169.56,169.98,10814984
2017-08-10,167.4,170.59,166.85,170.06,20832746
2017-08-11,168.08,168.82,166.85,167.95,13791153
2017-08-14,170.75,171.08,169.29,170.09,12954231
2017-08-15,171.0,171.5,170.01,171.49,8729172
2017-08-16,170.0,171.38,169.24,171.25,15779924
2017-08-17,166.91,169.86,166.85,169.34,17216030
2017-08-18,167.41,168.67,166.21,166.84,15093638
2017-08-21,167.78,168.0,165.82,167.16,11907488
2017-08-22,169.64,169.87,167.15,168.28,11390975
2017-08-23,168.71,169.36,168.2,168.84,9856473
2017-08-24,167.74,169.29,166.41,168.88,14030420
2017-08-25,166.32,168.38,166.18,167.86,12614477
2017-08-28,167.24,167.7,166.33,166.91,8553741
2017-08-29,168.05,168.425,165.0,165.25,11120986
2017-08-30,169.92,170.18,167.63,168.17,11138293
2017-08-31,171.97,172.145,170.06,170.4,17226465
2017-09-01,172.02,172.915,171.31,172.4,11677589
2017-09-04,172.02,172.02,172.02,172.02,0
2017-09-05,170.72,172.3875,169.55,171.27,13221127
2017-09-06,172.09,172.48,169.57,170.91,13906342
2017-09-07,173.21,173.3067,170.27,171.94,18049527
2017-09-08,170.95,173.49,170.8,173.09,10998459
2017-09-11,173.51,173.89,172.2,172.4,12372040
2017-09-12,172.96,174.0,171.75,173.76,11186328
2017-09-13,173.05,173.17,172.06,173.01,9119295
2017-09-14,170.96,172.28,170.5,172.26,15615654
2017-09-15,171.64,172.34,170.26,170.88,15660539
2017-09-18,170.01,172.07,169.34,171.99,12954013
2017-09-19,172.52,172.56,170.36,170.62,13168595
2017-09-20,172.17,173.05,170.7,172.5,12264125
2017-09-21,171.11,172.27,170.01,171.69,11161412
2017-09-22,170.54,171.73,169.22,170.21,12097138
2017-09-25,162.87,169.3,161.56,169.24,41251583
2017-09-26,164.21,165.5,162.78,164.5,23363335
2017-09-27,167.68,168.34,165.57,165.9,19242548
2017-09-28,168.73,169.0696,167.16,167.94,12178747
2017-09-29,170.87,171.66,168.81,168.83,15340366
2017-10-02,169.47,171.87,168.75,171.39,13392280
2017-10-03,169.96,170.73,169.2,169.3,8190272
2017-10-04,168.42,170.67,168.29,169.83,12127887
2017-10-05,171.24,171.31,168.6,169.18,14580628
2017-10-06,172.23,172.37,169.75,170.25,13124473
2017-10-09,172.5,174.88,172.0,172.7,14570413
2017-10-10,171.59,173.2,170.8,173.0,11341081
2017-10-11,172.74,172.78,171.4,171.95,11283663
2017-10-12,172.55,173.85,172.29,172.61,10351044
2017-10-13,173.74,174.65,173.2,173.45,13658307
2017-10-16,174.52,175.0,174.06,174.49,11498752
2017-10-17,176.11,176.13,174.36,174.71,15990079
2017-10-18,176.03,176.74,175.75,176.65,12752351
2017-10-19,174.56,176.03,172.63,174.93,14048350
2017-10-20,174.98,175.88,174.63,175.5,12602238
2017-10-23,171.27,175.34,171.25,175.2,13852658
2017-10-24,171.8,173.24,171.5,172.3,12267913
2017-10-25,170.6,172.25,168.89,171.9,15868197
2017-10-26,170.63,172.285,170.39,171.38,11833141
2017-10-27,177.88,178.21,173.9,174.15,30285281
2017-10-30,179.87,180.69,177.61,179.26,24353160
2017-10-31,180.06,180.8,178.94,180.57,20174231
2017-11-01,182.66,182.9,180.57,182.36,40918341
2017-11-02,178.92,181.94,177.34,180.63,35529893
2017-11-03,178.92,179.86,176.71,179.29,17822131
2017-11-06,180.17,180.45,178.31,178.56,13312741
2017-11-07,180.25,180.7478,178.96,180.5,12928182
2017-11-08,179.56,180.35,179.11,179.79,10494149
2017-11-09,179.3,179.4,177.09,178.31,12610335
2017-11-10,178.46,179.0999,177.96,178.35,11070189
2017-11-13,178.77,179.04,177.3,177.5,9523447
2017-11-14,178.07,178.97,177.18,178.13,9585868
2017-11-15,177.95,178.57,176.4,176.66,10253667
2017-11-16,179.59,179.83,178.5,178.76,15607582
2017-11-17,179.0,179.98,178.9,179.3,13017980
2017-11-20,178.74,179.5,178.1,178.87,10052391
2017-11-21,181.86,181.89,178.99,179.15,14503990
2017-11-22,180.87,181.73,180.44,181.3,10376329
2017-11-23,180.87,180.87,180.87,180.87,0
2017-11-24,182.78,183.15,180.29,180.4,9426283
2017-11-27,183.03,183.73,181.99,182.56,12344516
2017-11-28,182.42,184.25,182.09,183.51,14379674
2017-11-29,175.13,181.97,174.0,181.89,41933484
2017-11-30,177.18,178.275,175.2,176.85,25307601
2017-12-01,175.1,177.48,172.34,176.03,20182523
2017-12-04,171.47,176.57,170.79,176.29,24459422
2017-12-05,172.83,175.38,169.01,170.45,20184908
2017-12-06,176.06,176.77,171.9,172.5,20255846
2017-12-07,180.14,180.39,175.8,175.8,20404533
2017-12-08,179.0,182.28,178.7401,181.53,19883764
2017-12-11,179.04,180.22,178.8,179.3,13168575
2017-12-12,176.96,179.18,176.6,178.6,16854098
2017-12-13,178.3,179.16,177.25,177.3,14615718
2017-12-14,178.39,180.3601,177.68,178.29,13590999
2017-12-15,180.18,180.4934,178.36,179.02,28463101
2017-12-18,180.82,181.3,179.75,181.01,17265376
2017-12-19,179.51,180.08,178.22,179.95,14920582
2017-12-20,177.89,179.81,177.36,179.81,11860497
2017-12-21,177.45,178.68,177.05,177.94,11600700
2017-12-22,177.2,177.53,176.23,177.14,8509451
